loan_id,user_id,requested_at,approved_at,disbursed_at,due_date,repaid_at,amount,fee,tip_amount,instant_transfer_fee,status,late_days,chargeoff_flag,autopay_enrolled,principal_repaid,writeoff_amount,price_variant,tip_variant
L4481-1,4481,2025-01-17T00:00:00,,,,,171.76,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4484-1,4484,2025-05-19T00:00:00,2025-05-20 19:40:17.060703,2025-05-20 22:30:21.357423,2025-06-03,2025-06-06T22:30:21.357423,174.34,2.02,0.0,2.99,repaid,3,0,0,174.34,0.0,B,control
L4486-1,4486,2025-06-07T00:00:00,,,,,203.39,2.54,0.0,1.99,requested,0,0,1,0.0,0.0,B,persuasive
L4486-2,4486,2025-06-03T00:00:00,,,,,136.8,1.79,0.0,2.99,requested,0,0,0,0.0,0.0,B,persuasive
L4486-3,4486,2025-07-25T00:00:00,2025-07-25 06:51:27.913295,2025-07-25 08:21:08.966079,2025-08-08,,64.4,0.74,0.0,0.0,default,12,1,1,0.0,55.78,B,persuasive
L4487-1,4487,2025-06-27T00:00:00,2025-06-27 15:39:17.710663,2025-06-27 15:57:47.883654,2025-07-11,2025-07-12T15:57:47.883654,119.42,1.61,0.0,2.99,repaid,1,0,0,119.42,0.0,B,control
L4491-1,4491,2025-03-13T00:00:00,2025-03-13 05:06:54.864205,2025-03-13 10:04:52.359733,2025-03-27,2025-04-01T10:04:52.359733,78.84,0.0,0.0,0.0,repaid,5,0,0,78.84,0.0,A,control
L4491-2,4491,2025-04-11T00:00:00,2025-04-11 10:23:22.464745,2025-04-11 16:37:11.054962,2025-04-25,2025-04-27T16:37:11.054962,40.0,0.0,0.0,0.0,repaid,2,0,1,40.0,0.0,A,control
L4491-3,4491,2025-07-03T00:00:00,2025-07-03 18:28:46.232781,2025-07-03 21:13:15.494265,2025-07-17,2025-07-18T21:13:15.494265,53.84,0.0,0.0,0.0,repaid,1,0,1,53.84,0.0,A,control
L4491-4,4491,2025-05-03T00:00:00,2025-05-03 06:50:08.621633,2025-05-03 11:33:52.846713,2025-05-17,2025-05-19T11:33:52.846713,218.42,0.0,0.0,0.0,repaid,2,0,1,218.42,0.0,A,control
L4493-1,4493,2025-04-08T00:00:00,2025-04-09 07:23:40.387604,2025-04-09 07:37:20.490041,2025-04-23,2025-04-23T07:37:20.490041,184.89,2.26,0.0,2.99,repaid,0,0,1,184.89,0.0,B,control
L4494-1,4494,2025-05-05T00:00:00,2025-05-06 06:23:46.457850,2025-05-06 14:57:40.288127,2025-05-20,,133.42,1.64,0.0,0.0,default,30,1,0,0.0,118.89,B,control
L4494-2,4494,2025-05-08T00:00:00,,,,,96.28,1.37,0.0,2.99,requested,0,0,1,0.0,0.0,B,control
L4495-1,4495,2025-02-04T00:00:00,2025-02-04 11:33:12.788568,2025-02-04 17:08:09.539812,2025-02-18,2025-02-22T17:08:09.539812,128.22,0.0,0.0,0.0,repaid,4,0,1,128.22,0.0,A,control
L4495-2,4495,2025-03-18T00:00:00,,,,,107.42,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4496-1,4496,2025-07-30T00:00:00,2025-07-30 02:06:32.916552,2025-07-30 02:25:12.608902,2025-08-13,2025-08-14T02:25:12.608902,137.38,1.74,0.0,0.0,repaid,1,0,1,137.38,0.0,B,persuasive
L4496-2,4496,2025-06-28T00:00:00,,,,,162.96,2.02,0.0,1.99,requested,0,0,1,0.0,0.0,B,persuasive
L4497-1,4497,2025-07-06T00:00:00,2025-07-06 10:03:01.706250,2025-07-06 11:35:59.076530,2025-07-20,2025-07-21T11:35:59.076530,242.95,2.68,0.0,2.99,repaid,1,0,1,242.95,0.0,B,social_proof
L4500-1,4500,2025-04-29T00:00:00,,,,,109.55,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4501-1,4501,2025-07-15T00:00:00,2025-07-15 00:37:40.839727,2025-07-15 02:14:13.774708,2025-07-29,,205.72,0.0,0.0,0.0,default,19,1,1,0.0,152.36,A,social_proof
L4504-1,4504,2025-05-26T00:00:00,2025-05-26 03:01:47.037145,2025-05-26 14:20:11.576517,2025-06-09,,126.42,1.18,0.0,0.0,default,15,1,1,0.0,85.43,B,social_proof
L4504-2,4504,2025-06-12T00:00:00,2025-06-12 03:00:17.174074,2025-06-12 20:27:32.335025,2025-06-26,2025-06-26T20:27:32.335025,166.66,2.56,0.0,0.0,repaid,0,0,0,166.66,0.0,B,social_proof
L4511-1,4511,2025-02-11T00:00:00,2025-02-11 04:59:25.800917,2025-02-12 13:57:19.782213,2025-02-26,,176.35,0.0,0.0,0.0,default,17,1,0,0.0,110.69,A,control
L4513-1,4513,2025-05-02T00:00:00,2025-05-02 05:53:02.189836,2025-05-02 09:57:06.916664,2025-05-16,,280.68,0.0,0.0,0.0,default,30,1,1,0.0,196.46,A,persuasive
L4513-2,4513,2025-05-03T00:00:00,2025-05-03 00:50:49.788942,2025-05-03 11:20:41.279656,2025-05-17,2025-05-18T11:20:41.279656,76.86,0.0,3.0,0.0,repaid,1,0,1,76.86,0.0,A,persuasive
L4514-1,4514,2025-03-04T00:00:00,2025-03-04 01:19:05.190332,2025-03-04 12:25:15.124288,2025-03-18,2025-03-18T12:25:15.124288,205.64,0.0,0.0,0.0,repaid,0,0,1,205.64,0.0,A,control
L4517-1,4517,2025-03-22T00:00:00,,,,,110.88,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4522-1,4522,2025-03-15T00:00:00,2025-03-15 03:21:16.695543,2025-03-15 03:56:47.232948,2025-03-29,2025-03-29T03:56:47.232948,179.1,0.0,0.0,0.0,repaid,0,0,1,179.1,0.0,A,control
L4522-2,4522,2025-05-03T00:00:00,2025-05-03 10:45:12.528938,2025-05-03 15:49:29.770157,2025-05-17,,189.34,0.0,0.0,0.0,default,10,1,1,0.0,149.14,A,control
L4523-1,4523,2025-07-18T00:00:00,,,,,138.54,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L4524-1,4524,2025-01-13T00:00:00,2025-01-13 04:03:17.212263,2025-01-13 04:52:41.779380,2025-01-27,2025-01-30T04:52:41.779380,102.06,0.0,0.0,0.0,repaid,3,0,0,102.06,0.0,A,control
L4526-1,4526,2025-04-19T00:00:00,2025-04-20 09:57:28.616732,2025-04-20 13:11:15.841306,2025-05-04,,203.53,0.0,0.0,0.0,default,16,1,1,0.0,162.9,A,control
L4526-2,4526,2025-05-26T00:00:00,2025-05-26 03:51:52.717208,2025-05-26 04:13:29.820175,2025-06-09,2025-06-12T04:13:29.820175,144.47,0.0,0.0,0.0,repaid,3,0,0,144.47,0.0,A,control
L4527-1,4527,2025-06-18T00:00:00,2025-06-18 10:07:06.876058,2025-06-18 11:29:37.951008,2025-07-02,,167.44,0.0,0.0,0.0,default,20,1,1,0.0,113.1,A,control
L4529-1,4529,2025-07-20T00:00:00,,,,,108.89,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4530-1,4530,2025-02-15T00:00:00,,,,,40.0,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4534-1,4534,2025-06-21T00:00:00,,,,,172.47,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L4535-1,4535,2025-03-08T00:00:00,,,,,133.81,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4538-1,4538,2025-01-11T00:00:00,,,,,143.68,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4539-1,4539,2025-07-12T00:00:00,2025-07-12 13:48:55.692072,2025-07-12 15:35:09.700572,2025-07-26,2025-07-30T15:35:09.700572,85.12,1.48,0.0,1.99,repaid,4,0,0,85.12,0.0,B,persuasive
L4539-2,4539,2025-07-02T00:00:00,2025-07-03 01:30:43.495388,2025-07-03 01:43:45.001202,2025-07-17,,173.0,2.04,0.0,1.99,default,20,1,0,0.0,141.17,B,persuasive
L4541-1,4541,2025-04-20T00:00:00,2025-04-20 03:11:53.442722,2025-04-20 06:51:13.991145,2025-05-04,,203.97,0.0,0.0,0.0,default,17,1,0,0.0,132.71,A,social_proof
L4541-2,4541,2025-05-25T00:00:00,,,,,105.8,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L4541-4,4541,2025-07-01T00:00:00,2025-07-01 17:50:45.378288,2025-07-01 18:36:41.167274,2025-07-15,,136.64,0.0,0.0,0.0,default,11,1,1,0.0,107.91,A,social_proof
L4543-1,4543,2025-05-20T00:00:00,2025-05-20 03:15:49.230061,2025-05-20 12:29:53.185809,2025-06-03,2025-06-07T12:29:53.185809,98.12,0.0,0.0,0.0,repaid,4,0,1,98.12,0.0,A,social_proof
L4544-1,4544,2025-07-15T00:00:00,2025-07-15 06:14:41.904022,2025-07-15 09:04:07.668940,2025-07-29,2025-07-29T09:04:07.668940,103.17,1.43,0.0,1.99,repaid,0,0,0,103.17,0.0,B,control
L4544-2,4544,2025-06-10T00:00:00,,,,,242.27,2.79,0.0,0.0,requested,0,0,1,0.0,0.0,B,control
L4546-1,4546,2025-02-24T00:00:00,,,,,268.65,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4551-1,4551,2025-06-27T00:00:00,2025-06-27 14:28:58.821313,2025-06-27 16:43:07.062731,2025-07-11,2025-07-13T16:43:07.062731,216.69,2.31,0.0,2.99,repaid,2,0,1,216.69,0.0,B,social_proof
L4553-1,4553,2025-07-08T00:00:00,2025-07-08 09:09:13.257570,2025-07-08 13:19:50.351504,2025-07-22,2025-07-23T13:19:50.351504,126.54,1.33,0.0,0.0,repaid,1,0,1,126.54,0.0,B,persuasive
L4554-1,4554,2025-01-29T00:00:00,2025-01-29 19:06:49.486856,2025-01-29 19:49:38.730398,2025-02-12,2025-02-15T19:49:38.730398,284.14,0.0,0.0,0.0,repaid,3,0,1,284.14,0.0,A,control
L4555-1,4555,2025-04-16T00:00:00,,,,,140.0,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4555-2,4555,2025-04-05T00:00:00,,,,,146.87,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4555-3,4555,2025-07-03T00:00:00,2025-07-03 01:28:53.435949,2025-07-03 08:37:50.077889,2025-07-17,2025-07-17T08:37:50.077889,165.12,0.0,0.0,0.0,repaid,0,0,1,165.12,0.0,A,control
L4557-1,4557,2025-01-19T00:00:00,,,,,97.34,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4558-1,4558,2025-01-19T00:00:00,,,,,95.26,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4558-2,4558,2025-02-19T00:00:00,2025-02-19 08:41:09.994832,2025-02-20 13:21:00.531335,2025-03-06,2025-03-06T13:21:00.531335,157.14,0.0,2.0,0.0,repaid,0,0,1,157.14,0.0,A,control
L4559-1,4559,2025-06-15T00:00:00,2025-06-15 03:10:44.281122,2025-06-15 10:04:59.615466,2025-06-29,2025-06-29T10:04:59.615466,179.71,0.0,0.0,0.0,repaid,0,0,1,179.71,0.0,A,control
L4559-2,4559,2025-05-18T00:00:00,2025-05-18 04:50:14.741147,2025-05-18 13:02:42.054237,2025-06-01,2025-06-05T13:02:42.054237,51.46,0.0,0.0,0.0,repaid,4,0,0,51.46,0.0,A,control
L4561-1,4561,2025-04-03T00:00:00,,,,,159.02,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4562-1,4562,2025-02-15T00:00:00,,,,,231.29,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4562-2,4562,2025-03-04T00:00:00,,,,,164.0,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4562-3,4562,2025-03-05T00:00:00,2025-03-05 07:08:54.050662,2025-03-05 12:50:10.969608,2025-03-19,,40.0,0.0,1.0,0.0,default,27,1,0,0.0,28.45,A,control
L4564-1,4564,2025-02-04T00:00:00,2025-02-04 07:34:11.787955,2025-02-04 13:53:18.174119,2025-02-18,2025-02-21T13:53:18.174119,163.01,0.0,0.0,0.0,repaid,3,0,1,163.01,0.0,A,control
L4564-2,4564,2025-02-11T00:00:00,2025-02-11 01:11:19.042452,2025-02-11 11:02:37.181057,2025-02-25,2025-02-26T11:02:37.181057,87.75,0.0,0.0,0.0,repaid,1,0,1,87.75,0.0,A,control
L4568-1,4568,2025-06-22T00:00:00,,,,,186.49,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L4571-1,4571,2025-01-11T00:00:00,2025-01-11 03:56:31.281444,2025-01-11 08:24:17.190044,2025-01-25,2025-01-28T08:24:17.190044,115.91,0.0,0.0,0.0,repaid,3,0,0,115.91,0.0,A,control
L4572-1,4572,2025-04-02T00:00:00,2025-04-02 03:00:30.692581,2025-04-02 05:18:42.516343,2025-04-16,,197.18,2.41,1.0,0.0,default,24,1,0,0.0,180.22,B,control
L4572-2,4572,2025-04-14T00:00:00,2025-04-14 17:52:41.385874,2025-04-14 19:33:46.316283,2025-04-28,2025-04-28T19:33:46.316283,185.95,2.16,2.0,0.0,repaid,0,0,1,185.95,0.0,B,control
L4578-1,4578,2025-06-26T00:00:00,2025-06-26 03:17:03.149772,2025-06-26 03:37:08.107364,2025-07-10,2025-07-12T03:37:08.107364,128.08,0.0,0.0,0.0,repaid,2,0,1,128.08,0.0,A,social_proof
L4578-2,4578,2025-07-12T00:00:00,,,,,170.03,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L4578-3,4578,2025-07-14T00:00:00,2025-07-14 20:10:38.839889,2025-07-14 23:45:44.319771,2025-07-28,,109.44,0.0,0.0,0.0,default,20,1,1,0.0,78.62,A,social_proof
L4579-1,4579,2025-05-27T00:00:00,2025-05-27 00:17:40.143145,2025-05-27 02:41:12.608406,2025-06-10,,104.76,1.38,0.0,1.99,default,19,1,1,0.0,70.96,B,control
L4580-1,4580,2025-04-01T00:00:00,2025-04-01 14:21:42.704518,2025-04-01 15:05:04.990980,2025-04-15,2025-04-15T15:05:04.990980,254.32,2.98,0.0,0.0,repaid,0,0,0,254.32,0.0,B,control
L4581-1,4581,2025-04-15T00:00:00,2025-04-15 04:41:01.511886,2025-04-15 12:39:32.807195,2025-04-29,2025-04-29T12:39:32.807195,53.25,1.13,0.0,0.0,repaid,0,0,1,53.25,0.0,B,control
L4581-2,4581,2025-05-17T00:00:00,2025-05-17 05:35:40.038651,2025-05-17 09:51:42.614423,2025-05-31,2025-06-03T09:51:42.614423,95.48,1.53,2.0,1.99,repaid,3,0,0,95.48,0.0,B,control
L4581-3,4581,2025-05-07T00:00:00,2025-05-07 05:30:55.771738,2025-05-07 05:38:29.878328,2025-05-21,2025-05-22T05:38:29.878328,135.25,2.02,3.0,1.99,repaid,1,0,1,135.25,0.0,B,control
L4582-2,4582,2025-06-22T00:00:00,2025-06-22 00:01:28.983612,2025-06-22 20:25:51.274512,2025-07-06,2025-07-06T20:25:51.274512,139.64,1.65,2.0,2.99,repaid,0,0,0,139.64,0.0,B,persuasive
L4583-1,4583,2025-05-10T00:00:00,,,,,98.34,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4583-2,4583,2025-04-11T00:00:00,2025-04-12 06:59:27.031453,2025-04-12 10:05:32.248290,2025-04-26,2025-04-26T10:05:32.248290,131.22,0.0,0.0,0.0,repaid,0,0,1,131.22,0.0,A,control
L4587-1,4587,2025-07-20T00:00:00,2025-07-20 16:09:01.561154,2025-07-20 20:52:45.641763,2025-08-03,2025-08-06T20:52:45.641763,160.2,0.0,0.0,0.0,repaid,3,0,1,160.2,0.0,A,control
L4588-1,4588,2025-06-30T00:00:00,,,,,119.39,1.65,0.0,1.99,requested,0,0,1,0.0,0.0,B,social_proof
L4590-1,4590,2025-02-09T00:00:00,2025-02-10 14:23:08.687841,2025-02-10 16:08:46.341806,2025-02-24,2025-03-01T16:08:46.341806,147.93,0.0,0.0,0.0,repaid,5,0,0,147.93,0.0,A,control
L4590-2,4590,2025-04-01T00:00:00,2025-04-01 03:39:32.659173,2025-04-01 07:33:21.843470,2025-04-15,2025-04-15T07:33:21.843470,157.09,0.0,0.0,0.0,repaid,0,0,0,157.09,0.0,A,control
L4590-3,4590,2025-04-15T00:00:00,2025-04-15 02:40:55.023156,2025-04-15 05:53:23.388906,2025-04-29,2025-05-06T05:53:23.388906,80.86,0.0,0.0,0.0,repaid,7,0,1,80.86,0.0,A,control
L4591-1,4591,2025-01-27T00:00:00,2025-01-27 23:00:07.139894,2025-01-28 06:23:06.085832,2025-02-11,2025-02-12T06:23:06.085832,108.56,0.0,0.0,0.0,repaid,1,0,0,108.56,0.0,A,control
L4591-2,4591,2025-03-04T00:00:00,,,,,149.4,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4592-1,4592,2025-07-02T00:00:00,2025-07-02 01:34:25.594096,2025-07-02 09:32:39.487196,2025-07-16,,78.71,0.0,0.0,0.0,default,27,1,1,0.0,69.45,A,control
L4592-2,4592,2025-07-18T00:00:00,2025-07-18 18:54:13.782533,2025-07-19 06:00:52.749985,2025-08-02,2025-08-06T06:00:52.749985,195.05,0.0,2.0,0.0,repaid,4,0,0,195.05,0.0,A,control
L4594-1,4594,2025-06-13T00:00:00,2025-06-13 08:05:25.569446,2025-06-13 18:37:33.032353,2025-06-27,2025-06-27T18:37:33.032353,170.31,0.0,0.0,0.0,repaid,0,0,1,170.31,0.0,A,control
L4595-1,4595,2025-04-18T00:00:00,,,,,240.47,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L4595-2,4595,2025-05-17T00:00:00,,,,,169.14,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L4595-3,4595,2025-05-17T00:00:00,2025-05-17 14:53:23.146836,2025-05-18 05:16:21.621186,2025-06-01,2025-06-01T05:16:21.621186,40.0,0.0,0.0,0.0,repaid,0,0,0,40.0,0.0,A,persuasive
L4595-4,4595,2025-04-25T00:00:00,,,,,70.79,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L4596-2,4596,2025-06-06T00:00:00,,,,,185.03,2.29,0.0,1.99,requested,0,0,1,0.0,0.0,B,social_proof
L4596-3,4596,2025-06-28T00:00:00,2025-06-28 10:22:36.043431,2025-06-28 10:22:47.895581,2025-07-12,,137.34,1.49,0.0,0.0,default,18,1,0,0.0,128.84,B,social_proof
L4596-5,4596,2025-06-04T00:00:00,,,,,79.28,1.45,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L4597-1,4597,2025-04-10T00:00:00,,,,,94.84,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4598-1,4598,2025-03-07T00:00:00,2025-03-07 07:15:05.775204,2025-03-07 07:23:15.716075,2025-03-21,2025-03-21T07:23:15.716075,148.2,0.0,0.0,0.0,repaid,0,0,0,148.2,0.0,A,control
L4598-2,4598,2025-02-17T00:00:00,2025-02-17 00:45:22.963475,2025-02-17 06:17:09.367167,2025-03-03,2025-03-03T06:17:09.367167,140.49,0.0,0.0,0.0,repaid,0,0,1,140.49,0.0,A,control
L4599-1,4599,2025-02-09T00:00:00,,,,,119.11,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4599-2,4599,2025-06-17T00:00:00,2025-06-17 23:32:36.083967,2025-06-18 06:19:58.857779,2025-07-02,2025-07-02T06:19:58.857779,40.0,0.0,0.0,0.0,repaid,0,0,0,40.0,0.0,A,control
L4600-1,4600,2025-04-05T00:00:00,2025-04-05 11:54:58.872316,2025-04-05 13:16:08.633980,2025-04-19,2025-04-21T13:16:08.633980,42.9,0.0,0.0,0.0,repaid,2,0,1,42.9,0.0,A,control
L4602-1,4602,2025-05-23T00:00:00,2025-05-23 06:46:52.434195,2025-05-23 06:55:29.972577,2025-06-06,2025-06-09T06:55:29.972577,135.99,0.0,2.0,0.0,repaid,3,0,0,135.99,0.0,A,control
L4603-1,4603,2025-03-05T00:00:00,2025-03-05 01:40:37.917947,2025-03-05 18:40:19.602990,2025-03-19,,245.88,0.0,0.0,0.0,default,21,1,1,0.0,191.83,A,control
L4607-1,4607,2025-01-24T00:00:00,,,,,116.87,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4609-1,4609,2025-05-14T00:00:00,,,,,131.59,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L4610-1,4610,2025-03-19T00:00:00,2025-03-21 08:20:37.211880,2025-03-21 13:30:31.687982,2025-04-04,,89.63,0.0,0.0,0.0,default,24,1,1,0.0,56.21,A,control
L4611-1,4611,2025-07-06T00:00:00,2025-07-06 06:17:30.385565,2025-07-06 08:20:54.367187,2025-07-20,2025-07-23T08:20:54.367187,172.36,2.07,0.0,0.0,repaid,3,0,1,172.36,0.0,B,social_proof
L4611-2,4611,2025-06-24T00:00:00,2025-06-24 05:52:09.239874,2025-06-24 09:04:14.059467,2025-07-08,2025-07-10T09:04:14.059467,188.41,2.5,1.0,2.99,repaid,2,0,0,188.41,0.0,B,social_proof
L4611-3,4611,2025-06-27T00:00:00,,,,,160.73,1.95,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L4613-1,4613,2025-03-29T00:00:00,2025-03-29 07:47:43.462162,2025-03-29 13:45:22.891114,2025-04-12,2025-04-13T13:45:22.891114,206.38,2.25,0.0,0.0,repaid,1,0,1,206.38,0.0,B,control
L4614-1,4614,2025-07-18T00:00:00,2025-07-18 03:13:13.222725,2025-07-18 07:49:47.212505,2025-08-01,,40.0,0.93,5.0,2.99,default,17,1,0,0.0,32.5,B,social_proof
L4614-2,4614,2025-07-18T00:00:00,2025-07-18 11:49:47.883642,2025-07-18 16:19:39.167369,2025-08-01,2025-08-01T16:19:39.167369,177.13,2.19,0.0,1.99,repaid,0,0,1,177.13,0.0,B,social_proof
L4615-1,4615,2025-07-09T00:00:00,2025-07-09 10:58:04.421371,2025-07-09 21:49:25.233914,2025-07-23,2025-07-26T21:49:25.233914,115.27,1.7,0.0,1.99,repaid,3,0,1,115.27,0.0,B,social_proof
L4615-2,4615,2025-07-09T00:00:00,2025-07-09 05:00:44.639825,2025-07-09 07:35:47.284629,2025-07-23,2025-07-23T07:35:47.284629,126.01,1.44,0.0,0.0,repaid,0,0,0,126.01,0.0,B,social_proof
L4616-2,4616,2025-06-29T00:00:00,2025-06-29 19:03:37.060083,2025-06-29 20:16:35.358568,2025-07-13,2025-07-15T20:16:35.358568,119.42,1.64,0.0,2.99,repaid,2,0,0,119.42,0.0,B,control
L4616-3,4616,2025-07-15T00:00:00,2025-07-15 08:28:00.242703,2025-07-15 12:43:25.134247,2025-07-29,2025-07-29T12:43:25.134247,228.76,2.38,0.0,0.0,repaid,0,0,0,228.76,0.0,B,control
L4617-1,4617,2025-06-25T00:00:00,,,,,165.8,1.75,0.0,1.99,requested,0,0,0,0.0,0.0,B,social_proof
L4619-1,4619,2025-05-05T00:00:00,2025-05-05 07:08:10.183428,2025-05-05 22:19:18.636799,2025-05-19,2025-05-19T22:19:18.636799,168.58,2.19,0.0,1.99,repaid,0,0,0,168.58,0.0,B,social_proof
L4619-2,4619,2025-05-14T00:00:00,2025-05-16 03:00:53.906679,2025-05-17 01:41:15.111359,2025-05-31,2025-05-31T01:41:15.111359,81.96,1.1,0.0,0.0,repaid,0,0,0,81.96,0.0,B,social_proof
L4620-1,4620,2025-03-05T00:00:00,2025-03-05 00:38:58.667051,2025-03-05 11:38:49.146263,2025-03-19,2025-03-19T11:38:49.146263,102.69,0.0,3.0,0.0,repaid,0,0,0,102.69,0.0,A,control
L4620-2,4620,2025-02-20T00:00:00,2025-02-20 01:39:09.630724,2025-02-20 09:13:46.121652,2025-03-06,2025-03-06T09:13:46.121652,162.46,0.0,0.0,0.0,repaid,0,0,1,162.46,0.0,A,control
L4620-3,4620,2025-02-25T00:00:00,2025-02-25 10:14:40.664177,2025-02-25 15:26:11.101073,2025-03-11,2025-03-12T15:26:11.101073,111.42,0.0,0.0,0.0,repaid,1,0,0,111.42,0.0,A,control
L4621-1,4621,2025-05-17T00:00:00,,,,,173.63,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L4621-2,4621,2025-06-21T00:00:00,2025-06-22 16:39:36.201379,2025-06-23 02:49:41.021933,2025-07-07,2025-07-11T02:49:41.021933,171.41,0.0,0.0,0.0,repaid,4,0,1,171.41,0.0,A,social_proof
L4622-1,4622,2025-06-08T00:00:00,,,,,152.68,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4623-1,4623,2025-01-16T00:00:00,,,,,144.76,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4626-1,4626,2025-03-09T00:00:00,,,,,108.09,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4626-2,4626,2025-03-21T00:00:00,,,,,185.7,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L4626-3,4626,2025-04-10T00:00:00,2025-04-10 22:53:01.349328,2025-04-11 06:17:01.569625,2025-04-25,2025-04-27T06:17:01.569625,61.51,0.0,0.0,0.0,repaid,2,0,1,61.51,0.0,A,control
L4627-2,4627,2025-07-31T00:00:00,2025-07-31 08:36:08.434581,2025-07-31 11:42:30.461915,2025-08-14,2025-08-17T11:42:30.461915,152.73,0.0,0.0,0.0,repaid,3,0,0,152.73,0.0,A,persuasive
L4629-1,4629,2025-03-07T00:00:00,,,,,203.97,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4630-1,4630,2025-03-16T00:00:00,2025-03-16 00:46:12.412920,2025-03-16 01:11:35.818011,2025-03-30,,208.9,0.0,0.0,0.0,default,4,1,1,0.0,129.18,A,control
L4632-1,4632,2025-02-11T00:00:00,,,,,150.57,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4632-2,4632,2025-03-21T00:00:00,2025-03-21 04:45:05.352470,2025-03-21 07:00:28.446303,2025-04-04,2025-04-05T07:00:28.446303,260.2,0.0,0.0,0.0,repaid,1,0,1,260.2,0.0,A,control
L4632-3,4632,2025-03-20T00:00:00,,,,,142.42,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L4634-1,4634,2025-02-10T00:00:00,2025-02-10 14:46:40.916278,2025-02-10 15:52:21.660830,2025-02-24,2025-02-24T15:52:21.660830,151.07,0.0,0.0,0.0,repaid,0,0,1,151.07,0.0,A,control
L4634-2,4634,2025-02-14T00:00:00,2025-02-14 18:31:14.473252,2025-02-14 19:21:02.873019,2025-02-28,,90.72,0.0,0.0,0.0,default,12,1,0,0.0,81.32,A,control
L4634-3,4634,2025-04-01T00:00:00,2025-04-01 02:34:41.576306,2025-04-01 05:17:18.008803,2025-04-15,2025-04-15T05:17:18.008803,194.5,0.0,0.0,0.0,repaid,0,0,1,194.5,0.0,A,control
L4634-4,4634,2025-03-22T00:00:00,2025-03-23 21:28:38.610494,2025-03-24 00:13:59.427583,2025-04-07,2025-04-08T00:13:59.427583,141.88,0.0,0.0,0.0,repaid,1,0,1,141.88,0.0,A,control
L4636-1,4636,2025-06-26T00:00:00,2025-06-26 00:16:16.600145,2025-06-26 09:26:30.519692,2025-07-10,2025-07-11T09:26:30.519692,233.19,2.81,0.0,0.0,repaid,1,0,1,233.19,0.0,B,social_proof
L4639-1,4639,2025-03-20T00:00:00,2025-03-20 05:07:17.610986,2025-03-20 12:20:58.647666,2025-04-03,2025-04-06T12:20:58.647666,109.51,0.0,0.0,0.0,repaid,3,0,1,109.51,0.0,A,control
L4641-1,4641,2025-07-26T00:00:00,2025-07-26 20:37:24.098224,2025-07-27 06:38:23.826467,2025-08-10,2025-08-10T06:38:23.826467,234.83,0.0,0.0,0.0,repaid,0,0,1,234.83,0.0,A,control
